restart,theta,f_start,f_local,improved,ret
1,0.0,1.3774931423618948,0.2734996292423882,true,MAXEVAL_REACHED
2,0.6324555320336759,1.0987555433385416,0.2536193860388372,true,FTOL_REACHED
3,0.7745966692414834,0.37250653773813963,0.2503896262162441,true,FTOL_REACHED
4,0.8944271909999159,0.2995466983688213,0.2502289504167183,true,FTOL_REACHED
5,0.995,0.25076198283818607,0.25044770992715254,false,FTOL_REACHED
