restart,theta,f_start,f_local,improved,ret
1,0.0,2405.181407467897,2340.2688649953448,true,FTOL_REACHED
2,0.6324555320336759,3644.4095497590183,658.0805888354148,true,MAXEVAL_REACHED
3,0.7745966692414834,6258.8025573319555,495.9748928246794,true,MAXEVAL_REACHED
4,0.8944271909999159,3526.123805157871,450.76454167633153,true,MAXEVAL_REACHED
5,0.995,451.2155784277152,431.7304495409014,true,FTOL_REACHED
