restart,theta,f_start,f_local,improved,ret
1,0.0,1.5917878979193583,0.0017751415850321838,true,MAXEVAL_REACHED
2,0.6324555320336759,0.3697412778507199,0.0023657807817523543,false,MAXEVAL_REACHED
3,0.7745966692414834,0.14762162213511634,0.0016689025109893226,true,MAXEVAL_REACHED
4,0.8944271909999159,0.14556373679643325,0.0016704363206477158,false,MAXEVAL_REACHED
5,0.995,0.0018827516239020394,0.0016455817217191952,true,FTOL_REACHED
