a_max,node_spacing,Q,mean_c_p,mean_h_p,mean_t_p_early,mean_t_p_late,mean_e_p_early,mean_e_p_late,mean_i_c_early,mean_i_c_late,mean_hc_early,mean_hc_late,k0_complete,kth_ga17_t1_c,kth_ga17_t2_c,kth_ga17_t3_c,kpe_g0_c,kpe_g1_c,kterm_x_strict_w99,terminal_assets,saving_rate,hh_ever_above,hh_at_t1,hh_at_handoff,a_max_sim,invalid
80.0,6.1538,2414.5918231979713,3.259440652,0.3009577313,0.4566925012,0.332833786,0.3473444365,0.3984565934,0.03901319592,0.04964799788,6.077430982,6.254446967,0,0,0,0,0,0,15.62296183,37.92427554814571,0.31184014109479563,0.0,0.0,0.0,78.97111724468792,0
200.0,15.3846,2437.0525712954377,3.291797294,0.296592242,0.459227017,0.3356971487,0.3514641408,0.4094807627,0.03859145692,0.04945561956,6.08131993,6.257186205,0,0,0,0,0,0,15.17234477,35.97594289006051,0.2972971656537854,0.0,0.0,0.0,83.98596343418063,0
