restart,theta,f_start,f_local,improved,ret
1,0.0,0.001961797825383801,0.0019505027836375258,true,FTOL_REACHED
2,0.5,1.1123987471632144,0.0025813518282189296,false,FTOL_REACHED
3,0.6123724356957946,0.3276652161433405,0.0020861485311406297,false,FTOL_REACHED
4,0.7071067811865476,0.09981460483402137,0.0018589309901365975,true,FTOL_REACHED
5,0.7905694150420949,0.07321936400825284,0.0021206958736939992,false,FTOL_REACHED
6,0.8660254037844386,0.3121628147995686,0.002224191108080492,false,FTOL_REACHED
7,0.9354143466934853,0.010081861189492418,0.0018556719742883502,true,FTOL_REACHED
8,0.995,0.0019088982840483708,0.0018195961586012239,true,FTOL_REACHED
